24	9	11	43	26
8	10	15	54	28
15	10	8	10	55
15	5	6	9	28
2	6	17	50	50
8	7	18	25	3
25	8	6	51	37
10	9	12	42	52
11	5	7	4	58
1	9	18	48	2
21	7	17	9	16
14	4	6	0	52
10	9	13	44	8
17	6	19	45	14
14	5	7	20	42
26	8	18	8	48
18	9	17	56	46
29	12	16	8	21
23	6	10	30	49
8	9	10	5	54
21	12	21	8	42
19	3	21	44	30
4	9	8	11	25
2	3	8	55	42
30	3	12	30	10
21	10	19	27	55
18	12	15	32	40
26	6	10	8	51
4	11	14	42	55
26	8	20	40	18
30	4	14	54	12
2	6	8	7	38
8	5	11	18	49
13	4	16	19	55
23	12	15	43	42
17	12	10	30	41
17	7	6	39	45
21	8	7	55	11
30	3	13	8	8
12	8	13	33	26
27	10	14	30	53
7	4	10	7	59
29	12	19	26	14
2	6	18	16	34
21	7	20	16	29
3	6	9	7	35
10	6	19	27	34
11	12	17	18	57
17	8	12	7	43
18	11	8	12	2
8	6	11	7	36
4	8	14	31	12
3	11	19	24	47
27	3	19	55	48
21	5	17	51	30
14	5	10	7	25
29	4	13	43	24
29	5	19	27	21
31	8	16	30	54
7	5	15	19	7
9	10	15	53	19
14	4	20	22	56
27	3	14	31	11
25	3	18	18	45
28	7	13	53	39
4	9	13	43	48
2	10	21	50	28
2	7	10	30	42
25	11	20	4	53
1	7	14	54	17
27	4	11	55	51
23	4	12	6	56
25	5	20	30	34
5	6	8	7	57
8	12	15	31	0
2	12	10	2	23
14	4	15	19	2
3	6	16	19	42
12	3	20	22	58
10	6	19	8	59
25	8	18	24	48
18	12	17	19	46
10	7	23	2	46
25	11	18	48	10
8	6	21	50	52
12	11	11	7	13
14	7	12	54	40
22	12	7	37	14
2	7	8	1	38
22	6	15	42	41
23	11	16	8	50
8	10	12	18	42
4	11	16	40	41
22	6	15	18	35
25	3	19	4	43
27	3	6	35	38
2	10	11	42	46
25	6	14	8	29
30	12	9	20	57
16	3	9	32	0
23	3	12	19	4
4	5	11	30	43
6	3	22	9	21
29	12	11	20	6
5	10	20	6	31
15	9	12	54	57
24	7	9	0	43
21	7	13	6	10
9	10	7	28	25
12	8	20	27	11
16	12	18	44	33
9	3	11	19	43
30	6	18	16	52
26	11	15	18	25
13	11	6	10	40
16	6	17	4	17
15	12	20	51	22
1	10	10	5	45
13	4	8	6	54
30	7	18	58	27
28	7	10	19	14
21	8	9	22	11
1	4	19	9	7
26	11	7	28	37
14	7	9	31	45
20	3	18	4	52
26	10	13	19	32
29	9	16	43	26
20	5	13	30	35
29	10	6	10	27
15	5	17	30	4
30	9	20	38	47
22	6	12	7	23
7	5	17	18	4
12	5	9	6	23
8	12	8	2	6
6	10	11	21	27
17	3	15	43	6
7	4	20	57	38
7	7	17	55	53
28	10	10	19	31
15	5	18	16	40
22	4	19	17	44
22	9	10	44	32
13	11	14	43	53
8	10	9	32	38
17	9	17	9	51
22	4	6	38	19
9	9	18	26	32
26	3	9	42	40
31	7	15	56	41
30	6	14	31	0
9	11	22	16	43
25	6	9	55	14
28	9	6	56	49
10	4	16	55	24
23	10	11	20	30
20	11	17	34	58
23	3	5	57	55
28	10	18	4	59
11	12	12	19	8
28	7	19	25	41
26	3	16	55	43
7	10	21	3	12
3	7	11	8	34
11	9	7	14	1
8	7	8	21	47
27	10	21	14	43
28	10	17	43	41
16	11	19	42	53
5	11	18	12	35
26	5	14	31	21
16	9	17	31	24
17	9	20	17	42
12	3	16	42	44
23	6	15	55	58
6	11	21	12	53
29	10	16	6	48
11	9	18	38	26
1	7	18	46	22
20	3	16	6	27
29	10	20	51	32
8	9	11	55	17
30	11	8	34	30
6	4	19	55	17
10	6	14	42	23
13	3	12	54	35
20	8	19	24	53
3	3	7	29	48
9	10	10	5	44
11	6	6	56	6
16	11	18	4	23
7	5	6	9	25
9	9	9	1	18
19	6	6	10	5
26	8	8	3	15
15	10	6	40	18
22	5	21	50	23
28	4	18	56	8
28	5	20	49	3
13	7	5	57	43
8	5	7	37	13
18	5	20	39	44
18	5	6	16	54
10	4	6	10	21
4	5	6	10	5
30	11	19	24	49
31	7	17	42	47
3	7	6	10	17
23	6	20	21	13
8	9	12	42	13
30	4	19	44	12
7	5	20	12	45
10	8	20	6	50
22	10	11	55	18
24	12	16	13	49
19	11	15	30	39
14	7	8	59	2
23	3	10	7	57
21	10	10	32	5
7	12	6	57	41
10	3	21	55	31
20	3	15	42	21
29	4	9	7	54
30	10	12	18	32
13	11	7	54	7
11	11	14	7	1
27	8	18	46	58
10	3	6	17	50
3	9	21	18	14
11	6	7	57	32
26	5	9	31	24
21	12	18	25	55
5	6	10	18	41
30	6	8	19	48
16	6	16	53	12
5	5	9	30	51
9	12	15	55	10
30	4	8	8	9
26	11	14	7	0
8	9	17	35	44
29	5	19	46	19
8	9	10	19	15
3	8	9	44	33
22	4	21	15	42
17	8	8	54	25
2	7	19	15	34
17	7	18	26	27
9	12	9	43	0
20	11	8	2	11
12	5	8	54	44
9	12	9	20	38
18	11	9	4	23
12	8	16	6	22
20	3	21	34	24
17	11	20	26	46
8	9	8	20	48
26	3	20	43	45
22	7	20	5	12
16	7	21	14	42
18	8	21	50	10
9	3	14	31	32
30	3	14	31	16
5	11	22	31	11
22	7	11	19	14
17	12	22	5	56
2	3	23	0	56
28	4	21	50	28
30	4	22	17	12
21	10	8	11	40
23	4	19	36	10
23	11	16	18	34
7	10	9	0	45
24	4	19	37	22
22	7	13	55	14
8	4	21	59	50
3	3	11	20	14
5	6	10	43	50
7	10	19	26	5
25	5	7	5	35
2	9	11	31	29
16	7	16	30	37
7	7	12	19	17
26	10	17	4	58
3	11	15	31	34
3	12	9	21	40
22	10	20	40	23
16	12	21	4	38
16	12	16	31	37
28	7	19	7	11
17	8	11	7	12
31	8	20	33	51
22	5	14	29	27
20	10	8	15	27
7	5	10	43	23
24	7	10	7	12
21	12	15	43	25
13	8	7	53	52
1	4	10	44	18
5	8	12	31	25
15	10	10	30	2
8	7	11	4	22
3	7	9	11	29
4	6	12	39	40
18	9	17	10	48
27	5	19	55	5
11	8	7	31	33
18	11	19	24	24
4	6	14	11	0
27	3	19	9	37
9	10	17	32	31
9	11	10	19	46
20	10	12	18	30
12	8	6	1	29
30	9	16	47	26
25	5	10	7	20
2	12	6	24	52
19	3	12	45	23
30	6	6	35	10
5	11	7	54	59
8	5	6	18	31
13	4	19	9	19
16	7	10	55	6
25	6	16	5	56
6	4	17	18	18
26	6	9	31	54
26	6	14	43	9
24	4	9	19	20
21	5	14	31	34
25	3	17	29	46
1	9	19	15	21
9	10	14	30	19
21	7	9	21	3
18	11	10	54	3
2	4	21	59	13
25	5	11	43	26
19	8	19	35	25
23	4	18	48	19
27	8	22	15	5
2	9	20	39	20
10	7	15	19	3
19	10	18	33	52
15	12	8	20	51
3	3	10	5	51
16	10	15	23	1
2	3	12	25	4
3	3	20	15	12
15	12	15	8	23
3	7	13	5	48
21	12	11	55	5
6	5	8	7	12
23	7	8	41	15
24	9	14	43	4
5	10	16	19	4
16	12	13	52	47
6	10	16	7	51
21	12	8	1	15
8	10	11	42	52
12	6	21	51	11
19	3	12	21	32
9	10	22	50	35
7	4	12	55	17
31	3	22	54	40
31	3	10	7	45
16	9	17	9	20
16	11	20	39	57
25	11	12	31	45
9	12	9	30	56
12	8	17	57	40
26	5	12	20	20
5	10	20	15	6
27	5	21	34	39
12	8	12	21	17
15	5	19	27	4
8	5	12	30	9
22	6	17	50	59
16	12	18	32	34
3	9	9	30	54
10	3	22	17	23
26	6	17	17	0
2	6	10	43	16
16	12	7	5	17
13	11	9	43	1
23	9	16	41	7
9	4	22	17	9
27	10	9	1	17
8	7	9	2	45
1	12	9	31	52
14	9	12	42	49
18	12	19	21	9
28	7	8	3	6
14	7	13	44	22
5	10	12	43	15
10	4	19	37	4
29	7	20	32	50
10	11	8	37	9
19	11	14	30	21
28	10	8	56	23
30	3	21	55	2
11	3	11	31	57
14	10	17	6	13
13	4	19	39	16
5	11	8	3	13
12	11	16	29	30
18	5	18	1	54
10	4	15	19	21
23	9	18	55	42
28	8	16	42	51
9	9	16	30	49
29	5	9	18	43
22	9	9	43	4
26	11	12	18	50
8	4	19	55	8
14	8	8	42	53
14	9	7	53	23
20	5	19	18	30
2	10	10	6	18
31	3	6	57	40
21	5	10	30	49
14	9	7	0	14
16	11	14	30	42
15	9	9	13	4
11	3	9	20	51
22	6	19	53	46
11	8	20	7	38
1	4	18	58	40
22	7	8	40	42
15	12	6	56	44
13	5	16	52	51
2	10	6	39	39
13	11	21	27	25
17	8	20	8	42
9	10	14	55	0
30	4	21	23	57
10	6	15	7	54
31	12	11	46	46
23	12	10	19	57
16	6	8	7	6
18	11	16	30	58
18	9	21	28	40
3	12	18	32	59
2	9	16	30	55
2	3	22	10	42
1	10	8	51	20
27	4	11	43	4
30	4	9	30	56
28	8	18	37	14
11	11	11	43	7
16	10	11	57	41
20	11	12	30	47
3	9	16	43	16
18	8	11	19	25
9	9	16	42	40
14	9	9	1	21
21	8	22	2	12
10	3	18	50	58
8	9	13	31	52
19	11	20	44	31
22	4	15	43	2
9	12	19	32	0
22	6	18	58	47
17	11	18	45	27
30	12	13	31	14
13	5	8	43	49
20	4	10	9	49
13	5	19	55	6
10	11	12	18	34
26	3	11	55	10
22	10	8	13	6
22	7	7	14	15
14	7	18	17	36
6	10	21	14	8
3	3	9	6	14
18	8	15	8	17
9	3	22	11	12
7	12	5	58	15
2	3	12	54	32
15	12	16	29	16
19	5	18	59	54
23	4	14	55	33
21	5	21	59	50
28	8	21	39	43
3	9	18	38	27
7	4	10	54	41
11	11	9	1	22
30	9	9	32	29
9	4	18	39	0
18	11	8	51	1
20	4	17	7	38
29	9	9	20	20
4	5	12	43	33
29	5	15	7	6
19	8	20	38	30
29	5	20	24	0
19	11	8	30	51
2	6	10	7	30
28	7	12	42	49
11	12	8	12	44
25	8	19	35	38
9	9	11	30	21
16	10	20	17	9
16	11	8	2	53
1	4	7	29	23
4	8	8	3	43
24	11	9	23	38
1	12	21	12	34
22	10	12	42	31
29	9	7	21	46
16	3	13	55	28
16	4	9	43	39
20	11	19	34	48
25	6	12	54	48
17	4	19	0	15
13	11	10	43	27
18	12	14	19	44
29	7	19	58	49
23	12	14	54	51
25	9	13	19	30
3	11	17	6	51
28	5	21	59	13
8	10	19	56	40
19	6	17	29	6
31	12	12	14	23
18	12	13	20	39
21	12	19	36	36
15	7	16	30	35
3	8	16	43	19
11	8	9	31	32
30	6	19	36	40
4	11	17	54	5
24	3	6	16	43
2	7	12	42	34
5	3	12	18	44
16	10	18	15	46
13	5	18	16	43
5	11	15	20	45
15	7	16	44	6
28	4	20	29	49
23	4	15	19	29
8	4	10	10	44
10	3	19	33	13
14	4	12	18	45
6	3	7	15	3
22	6	7	45	25
13	8	13	32	21
10	3	19	9	37
13	8	11	20	2
23	11	12	54	30
31	3	20	42	49
31	12	10	47	56
18	6	21	59	37
7	4	20	21	0
17	12	14	7	50
6	3	16	22	40
19	6	20	46	16
20	4	16	43	5
3	7	16	4	1
12	6	17	50	45
18	8	9	12	13
21	8	13	53	41
19	6	18	16	48
8	9	8	1	5
6	3	15	43	46
1	12	18	45	34
20	5	21	15	4
24	8	11	31	19
6	3	18	51	37
24	6	17	16	59
19	8	14	42	58
4	11	11	30	53
22	6	7	38	9
30	9	22	14	20
28	7	19	16	26
24	7	10	21	26
2	12	16	41	17
28	12	22	0	36
6	10	9	11	37
23	6	7	13	15
25	11	20	39	14
30	4	5	58	31
27	4	18	28	23
28	4	10	54	49
13	7	13	19	37
27	3	9	32	21
3	6	21	23	48
22	5	10	7	46
29	9	17	53	36
20	3	20	1	58
20	3	10	35	4
21	5	21	15	44
8	4	17	8	3
13	5	15	6	55
18	12	10	31	43
18	3	9	31	11
5	11	9	14	34
20	8	12	20	11
21	12	9	55	31
21	12	22	59	34
13	7	6	10	47
20	4	12	19	46
10	4	18	49	27
30	3	8	6	51
29	6	17	50	50
9	6	8	46	20
5	11	11	54	45
17	3	20	39	32
7	4	16	6	54
5	3	22	51	6
26	10	7	4	47
30	11	19	55	46
10	9	19	2	30
15	4	10	43	17
6	8	14	44	8
8	4	18	48	56
19	11	12	42	53
2	10	22	2	11
25	9	8	31	59
28	4	15	7	2
16	9	10	53	49
6	7	10	6	7
27	4	13	19	18
19	3	20	5	24
24	12	8	16	8
31	12	7	44	49
16	11	8	13	42
14	12	14	43	10
27	3	8	6	47
7	8	17	35	31
23	3	8	42	52
10	8	9	43	38
7	12	8	54	21
17	8	21	28	1
5	3	15	30	45
16	12	14	55	15
2	3	7	20	46
13	11	16	20	28
29	10	11	30	50
19	5	12	30	56
17	4	15	42	44
18	6	22	27	15
9	4	22	45	38
10	9	13	19	55
3	12	16	17	41
29	12	10	6	44
13	5	8	19	17
12	8	7	36	45
28	4	15	31	6
28	8	7	13	29
28	9	10	43	57
3	11	12	55	48
24	3	8	56	59
2	12	17	56	13
10	6	20	30	24
6	11	16	7	24
27	3	8	20	39
17	9	18	34	34
23	12	9	20	35
30	10	8	32	26
27	11	20	5	31
10	8	19	58	17
30	6	16	20	1
31	8	9	22	6
10	3	14	55	31
4	5	9	20	5
26	11	6	24	45
10	8	13	54	23
30	12	9	56	24
14	10	19	7	9
23	11	7	4	42
6	5	18	1	28
27	8	12	54	40
17	6	11	30	51
6	8	16	5	1
27	8	22	3	32
15	4	8	19	44
29	7	16	46	4
13	8	17	7	51
21	7	19	11	19
10	8	10	30	26
3	9	17	36	36
22	10	14	19	14
26	10	14	30	42
31	3	13	43	3
9	11	12	18	58
24	8	8	45	34
5	10	10	42	37
22	6	6	9	46
26	6	8	1	48
17	9	14	43	34
24	3	18	47	48
19	3	21	53	12
3	3	9	18	49
18	5	17	16	48
15	9	16	55	43
29	4	14	7	2
2	10	19	25	29
27	3	22	56	56
26	5	13	5	43
16	10	10	53	53
10	7	7	37	9
10	3	17	18	57
15	12	6	9	42
6	3	5	58	25
3	12	10	9	21
31	8	11	43	40
14	12	16	5	58
5	3	17	7	41
28	4	13	42	9
18	9	23	3	40
21	9	11	54	56
15	12	7	28	47
25	3	10	18	28
2	10	10	55	52
19	10	8	40	39
7	4	14	19	0
18	8	14	32	7
23	9	15	32	14
28	9	18	35	27
11	6	18	58	59
28	9	16	53	38
12	5	11	7	18
11	12	18	41	45
31	7	18	35	34
25	5	14	31	36
29	9	17	32	11
1	10	20	28	6
14	10	14	43	8
7	7	9	21	44
20	11	21	14	11
30	6	22	9	22
13	3	19	36	1
13	8	18	36	54
20	8	19	34	58
17	9	14	31	10
30	10	19	19	16
25	6	13	42	50
10	12	22	30	46
30	12	9	32	0
6	11	19	4	16
10	4	22	27	15
11	12	15	31	6
16	4	17	28	15
15	10	16	40	57
15	9	10	30	21
20	4	20	38	27
18	5	7	57	8
14	12	15	20	41
17	11	11	19	29
18	6	17	30	20
8	5	18	2	52
4	3	14	44	14
5	5	7	5	28
4	9	16	35	15
2	4	8	18	52
19	6	14	42	10
14	9	9	20	43
5	8	19	18	34
24	9	6	39	32
27	10	11	42	37
18	9	19	16	28
11	6	8	43	19
27	3	18	51	21
10	7	17	6	42
21	8	19	55	1
28	5	18	39	3
28	5	11	18	39
26	3	15	55	8
18	5	15	18	59
2	6	15	42	49
26	10	15	56	15
21	10	15	43	17
9	10	17	53	4
22	4	9	56	41
21	7	22	14	49
15	12	18	17	37
13	8	22	15	40
27	5	16	54	40
25	11	21	27	37
1	6	8	7	35
22	7	14	42	54
16	9	19	54	55
28	8	8	21	9
10	7	18	55	3
9	6	13	56	52
23	9	8	54	6
21	5	11	56	10
7	10	7	54	12
23	6	20	48	2
4	9	15	44	20
3	6	8	55	8
30	12	10	32	8
14	4	12	44	42
23	12	10	53	9
28	9	14	8	8
11	12	6	32	20
15	6	10	8	34
1	6	8	18	53
24	3	9	44	24
11	3	19	9	55
8	6	13	55	8
29	5	19	55	52
5	10	10	30	7
16	10	16	29	23
9	4	8	7	52
30	12	7	29	30
4	3	6	49	6
3	12	20	2	14
25	3	9	7	34
26	11	20	13	34
13	8	10	56	20
31	12	16	14	45
28	10	20	39	14
30	6	22	28	15
1	7	9	30	46
17	3	12	42	2
11	8	13	20	7
23	10	8	12	45
3	6	13	6	22
30	12	11	20	2
9	6	19	14	8
2	10	20	50	55
19	5	21	50	33
25	6	8	9	18
1	12	15	19	21
28	9	13	6	53
18	5	15	54	43
7	4	15	18	46
24	3	8	45	36
7	5	9	19	12
22	6	8	54	55
31	12	12	32	27
21	5	18	39	50
3	7	10	6	51
20	4	10	30	41
6	5	16	19	54
19	3	16	55	22
19	6	15	42	51
29	9	7	53	0
23	7	15	31	9
20	7	12	42	0
19	11	9	9	29
19	11	18	35	39
16	4	15	55	4
24	8	6	10	34
8	7	17	53	36
2	4	21	34	7
11	6	17	5	34
22	9	16	56	40
22	9	19	24	49
7	12	18	27	30
13	7	7	13	7
15	4	20	57	27
6	10	19	18	21
6	10	16	40	47
7	5	11	8	7
4	12	10	54	49
18	3	20	23	15
10	6	14	7	17
31	8	8	39	57
21	12	10	5	16
17	4	19	44	59
23	11	8	44	36
21	12	17	43	46
18	5	22	53	45
7	10	20	38	46
27	11	11	7	14
21	9	11	19	26
31	8	14	54	12
15	10	12	29	35
15	4	11	19	25
8	7	16	19	39
2	6	12	41	51
24	6	8	42	44
28	5	14	43	5
11	3	22	50	45
14	12	9	20	7
27	11	14	6	28
23	12	13	19	5
8	6	18	1	42
31	8	16	56	2
28	12	6	50	11
23	10	12	55	8
26	8	8	21	21
20	11	15	55	10
4	9	23	2	33
7	7	6	56	26
4	3	13	6	24
27	11	10	19	32
9	9	6	56	40
25	9	7	11	52
28	12	15	55	3
6	11	21	42	14
18	6	19	36	36
15	7	11	30	52
22	5	10	42	41
23	12	16	18	32
16	9	11	19	33
23	12	19	22	6
26	3	9	30	46
16	7	10	43	41
27	8	18	17	59
9	4	18	1	42
18	3	17	28	40
9	6	10	31	35
10	11	14	6	50
5	11	13	52	44
1	4	6	48	28
4	5	10	7	43
19	10	20	6	44
15	6	15	42	56
6	8	17	31	37
22	5	9	55	30
1	7	11	43	32
4	3	17	50	49
2	10	7	22	31
30	11	11	9	24
26	5	10	42	11
25	9	11	19	54
6	5	17	50	38
16	3	18	5	50
18	6	14	54	40
15	12	11	20	25
4	11	17	32	51
25	8	19	17	47
9	7	10	54	50
21	10	10	54	5
14	4	18	50	48
11	5	6	17	18
2	12	10	13	39
9	10	9	42	39
8	5	21	34	10
11	6	20	12	45
12	6	8	19	14
29	12	13	53	23
25	8	12	7	50
16	12	18	13	35
5	8	21	39	25
5	5	14	43	22
30	4	20	49	0
10	3	11	20	47
18	8	17	42	10
20	3	13	6	20
29	6	15	56	6
13	11	21	3	50
17	7	6	17	2
21	10	9	20	25
9	10	20	55	9
3	6	18	29	19
12	6	11	43	16
19	3	7	56	2
18	3	18	57	18
4	6	10	45	11
9	3	20	3	33
12	6	20	13	10
8	5	6	47	15
31	7	19	26	9
4	6	11	53	44
10	12	6	57	11
22	10	7	53	26
14	9	17	33	26
1	6	18	3	27
30	9	9	11	22
5	10	12	55	21
27	7	13	54	10
9	4	11	20	31
24	12	7	13	31
8	9	8	32	32
16	12	8	42	23
9	3	16	42	22
4	12	13	21	10
19	8	18	16	1
5	5	10	7	25
25	11	18	25	23
5	5	11	42	49
22	12	15	9	9
9	4	6	35	56
23	4	21	12	20
2	7	13	6	52
4	12	13	32	27
2	12	11	41	48
16	6	12	19	24
16	10	14	30	37
20	11	7	12	32
23	7	10	54	46
27	7	18	35	32
3	3	17	41	48
21	8	19	8	28
30	11	10	7	18
3	8	12	42	18
10	12	6	24	47
28	5	21	23	56
2	4	18	59	6
16	4	9	31	12
9	11	15	21	4
16	4	8	8	40
22	5	20	30	43
3	8	9	1	14
24	4	11	31	17
26	6	19	10	12
7	4	16	30	15
23	9	14	30	38
20	4	15	19	8
6	7	15	43	41
12	6	7	29	18
16	10	5	59	55
4	5	17	50	6
4	3	10	43	57
3	6	11	43	13
5	11	21	13	3
18	5	14	6	55
28	9	18	13	58
14	12	8	42	22
7	8	7	28	35
14	4	7	4	39
6	7	8	51	16
5	3	10	30	3
9	10	7	11	54
25	9	10	18	46
5	3	13	18	47
25	3	6	57	3
11	6	15	19	29
30	12	6	26	42
1	10	10	55	23
3	11	14	7	2
27	7	14	43	29
11	6	6	45	37
12	11	19	35	42
11	6	12	43	7
3	6	12	56	6
27	5	14	7	45
6	10	18	16	27
9	10	20	25	44
22	4	14	6	46
20	4	14	53	36
6	3	13	54	42
23	4	16	6	22
4	9	20	16	20
12	11	17	51	50
23	10	20	46	4
23	10	8	32	5
3	7	19	6	52
1	12	6	32	34
10	6	11	6	5
17	7	15	19	25
14	8	10	54	9
20	11	6	39	25
17	6	12	42	49
13	3	5	58	33
6	10	9	30	48
2	6	12	54	50
1	7	17	42	43
29	6	22	10	16
13	5	22	1	21
8	12	7	53	15
29	7	8	40	39
10	8	16	19	9
26	11	8	2	22
25	8	8	2	46
6	8	14	31	53
9	12	13	31	15
31	3	15	55	21
29	12	14	43	15
24	7	7	28	54
16	3	8	18	43
12	6	12	31	15
16	10	6	38	46
6	4	6	0	42
25	11	8	30	24
26	8	12	43	23
12	5	6	35	15
20	7	17	31	7
11	6	12	18	26
17	7	6	1	50
10	7	16	21	41
15	5	13	54	42
18	11	11	42	41
27	10	10	30	19
1	12	15	43	34
2	3	13	42	43
30	11	11	54	48
1	9	6	18	16
19	6	19	46	55
4	5	21	33	8
26	8	18	38	52
13	11	8	32	39
23	3	19	37	8
29	6	15	31	0
23	10	16	53	32
10	3	12	57	55
30	12	20	3	41
31	8	9	43	25
13	3	10	42	54
15	7	8	11	18
27	11	6	17	43
10	7	13	5	42
11	3	15	30	18
9	7	16	43	1
26	5	11	55	59
31	3	12	8	32
19	5	12	54	55
10	7	19	6	34
3	3	14	18	47
26	5	11	42	38
20	8	16	9	36
22	4	12	43	17
23	3	18	16	38
29	5	6	10	50
23	12	8	21	28
31	3	9	44	55
19	5	17	8	5
27	3	15	20	33
10	12	22	1	43
5	3	6	41	14
4	9	17	33	59
22	9	21	4	38
4	5	22	36	22
15	10	16	6	39
9	7	15	30	42
30	10	13	5	38
26	3	12	30	10
3	7	8	32	40
24	3	12	56	17
3	11	6	56	43
15	4	19	45	16
19	5	18	2	13
8	12	11	42	44
3	8	16	20	52
12	3	14	43	17
15	5	9	19	27
8	5	22	36	22
3	8	18	55	29
28	4	7	37	51
23	11	9	1	55
15	5	19	54	27
8	12	20	2	29
23	9	13	53	55
8	4	9	56	11
31	7	20	39	48
2	9	11	43	41
18	8	7	13	32
21	9	13	54	26
21	7	16	55	35
2	10	17	53	41
16	3	9	10	1
18	12	10	55	17
22	6	9	55	29
13	11	11	30	47
4	8	11	8	4
2	3	16	33	47
5	8	11	7	30
15	4	22	26	30
11	9	16	9	29
27	3	10	45	22
24	4	19	55	7
17	7	10	20	8
27	3	13	42	46
5	3	16	54	42
26	3	13	55	25
22	9	16	31	43
